ATADS : Airport Operations : Standard Report,,,,,,,,,,
,,,,,,,,,,
"From 1/1/2019 To 2/28/2022 | Facility=SEA, PAE, MWH",,,,,,,,,,
2021-02-20,SEA,796,6,2,0,804,0,0,0,804
2021-02-21,MWH,4,0,7,0,11,6,0,6,17
2021-02-21,PAE,7,2,14,0,23,0,0,0,23
2021-02-21,SEA,906,1,2,0,909,0,0,0,909
2021-02-22,MWH,1,75,4,61,141,291,83,374,515
2021-02-22,PAE,7,3,18,0,28,0,0,0,28
2021-02-22,SEA,911,13,0,0,924,0,0,0,924
2021-02-23,MWH,0,93,15,46,154,257,42,299,453
2021-02-23,PAE,12,1,79,10,102,182,0,182,284
2021-02-23,SEA,861,11,6,0,878,0,0,0,878
2021-02-24,MWH,27,109,53,28,217,238,39,277,494
2021-02-24,PAE,14,3,250,2,269,270,0,270,539
2021-02-24,SEA,876,12,7,0,895,0,0,0,895
2021-02-25,MWH,0,23,11,19,53,68,4,72,125
2021-02-25,PAE,12,4,22,0,38,60,0,60,98
2021-02-25,SEA,926,13,0,0,939,0,0,0,939
2021-02-26,MWH,12,0,14,16,42,4,36,40,82
2021-02-26,PAE,14,3,78,4,99,128,4,132,231
2021-02-26,SEA,923,13,4,0,940,0,0,0,940
2021-02-27,MWH,4,0,33,0,37,64,0,64,101
2021-02-27,PAE,5,0,345,2,352,271,0,271,623
2021-02-27,SEA,806,7,1,0,814,0,0,0,814
2021-02-28,MWH,0,0,45,0,45,60,0,60,105
2021-02-28,PAE,7,0,67,0,74,22,0,22,96
2021-02-28,SEA,900,3,1,0,904,0,0,0,904
2021-03-01,MWH,8,110,30,4,152,315,16,331,483
2021-03-01,PAE,8,5,173,13,199,360,0,360,559
2021-03-01,SEA,892,12,3,0,907,0,0,0,907
2021-03-02,MWH,1,122,13,25,161,238,16,254,415
2021-03-02,PAE,6,7,84,9,106,194,20,214,320
2021-03-02,SEA,870,10,0,0,880,0,0,0,880
2021-03-03,MWH,15,101,39,15,170,333,21,354,524
2021-03-03,PAE,11,3,314,2,330,408,0,408,738
2021-03-03,SEA,872,10,5,0,887,0,0,0,887
2021-03-04,MWH,4,114,28,47,193,306,56,362,555
2021-03-04,PAE,13,3,101,0,117,157,0,157,274
2021-03-04,SEA,935,10,3,0,948,0,0,0,948
2021-03-05,MWH,20,4,16,14,54,47,14,61,115
2021-03-05,PAE,11,0,32,0,43,40,0,40,83
2021-03-05,SEA,945,12,3,0,960,0,0,0,960
2021-03-06,MWH,15,0,11,11,37,0,8,8,45
2021-03-06,PAE,11,1,108,0,120,139,0,139,259
2021-03-06,SEA,840,5,0,0,845,0,0,0,845
2021-03-07,MWH,3,1,13,0,17,12,0,12,29
2021-03-07,PAE,14,1,35,0,50,0,0,0,50
2021-03-07,SEA,950,7,2,0,959,0,0,0,959
2021-03-08,MWH,3,119,39,28,189,336,45,381,570
2021-03-08,PAE,12,1,246,6,265,245,0,245,510
2021-03-08,SEA,921,14,5,0,940,0,0,0,940
2021-03-09,MWH,4,126,28,39,197,322,46,368,565
2021-03-09,PAE,15,0,176,2,193,247,2,249,442
2021-03-09,SEA,880,11,0,1,892,0,0,0,892
2021-03-10,MWH,9,112,28,67,216,257,103,360,576
2021-03-10,PAE,14,2,253,2,271,207,0,207,478
2021-03-10,SEA,884,12,3,0,899,0,0,0,899
2021-03-11,MWH,14,107,33,16,170,230,17,247,417
2021-03-11,PAE,17,5,282,4,308,247,18,265,573
2021-03-11,SEA,939,12,2,0,953,0,0,0,953
2021-03-12,MWH,13,16,28,7,64,58,14,72,136
2021-03-12,PAE,19,6,251,9,285,300,22,322,607
2021-03-12,SEA,957,12,1,0,970,0,0,0,970
2021-03-13,MWH,0,0,44,0,44,60,0,60,104
2021-03-13,PAE,7,5,337,0,349,188,0,188,537
2021-03-13,SEA,846,9,6,0,861,0,0,0,861
2021-03-14,MWH,4,0,15,0,19,22,0,22,41
2021-03-14,PAE,8,1,54,0,63,82,0,82,145
2021-03-14,SEA,916,5,1,0,922,0,0,0,922
2021-03-15,MWH,0,95,21,38,154,291,71,362,516
2021-03-15,PAE,8,4,141,0,153,247,0,247,400
2021-03-15,SEA,906,16,1,0,923,0,0,0,923
2021-03-16,MWH,9,124,30,59,222,318,80,398,620
2021-03-16,PAE,20,0,203,2,225,237,0,237,462
2021-03-16,SEA,881,12,1,1,895,0,0,0,895
2021-03-17,MWH,2,131,15,14,162,335,14,349,511
2021-03-17,PAE,8,1,271,4,284,404,2,406,690
2021-03-17,SEA,886,11,7,0,904,0,0,0,904
2021-03-18,MWH,30,1,15,58,104,18,82,100,204
2021-03-18,PAE,15,1,64,0,80,21,0,21,101
2021-03-18,SEA,945,15,0,0,960,0,0,0,960
2021-03-19,MWH,19,2,32,10,63,10,44,54,117
2021-03-19,PAE,23,0,57,2,82,40,0,40,122
2021-03-19,SEA,968,12,0,0,980,0,0,0,980
2021-03-20,MWH,13,2,18,0,33,0,0,0,33
2021-03-20,PAE,11,3,53,0,67,14,0,14,81
2021-03-20,SEA,859,5,3,0,867,0,0,0,867
2021-03-21,MWH,6,1,10,0,17,0,0,0,17
2021-03-21,PAE,14,3,38,0,55,5,2,7,62
2021-03-21,SEA,940,2,0,0,942,0,0,0,942
2021-03-22,MWH,31,51,7,70,159,89,37,126,285
2021-03-22,PAE,18,5,112,1,136,175,0,175,311
2021-03-22,SEA,935,10,1,0,946,0,0,0,946
2021-03-23,MWH,36,71,11,43,161,156,56,212,373
2021-03-23,PAE,17,0,225,0,242,321,17,338,580
2021-03-23,SEA,887,14,4,0,905,0,0,0,905
2021-03-24,MWH,2,14,12,38,66,42,49,91,157
2021-03-24,PAE,10,2,23,0,35,0,0,0,35
2021-03-24,SEA,894,12,5,0,911,0,0,0,911
2021-03-25,MWH,20,3,19,26,68,33,112,145,213
2021-03-25,PAE,21,2,91,0,114,165,0,165,279
2021-03-25,SEA,944,16,2,0,962,0,0,0,962
2021-03-26,MWH,12,7,26,16,61,12,40,52,113
2021-03-26,PAE,19,1,198,8,226,138,0,138,364
2021-03-26,SEA,960,14,3,0,977,0,0,0,977
2021-03-27,MWH,8,0,27,3,38,2,4,6,44
2021-03-27,PAE,14,3,216,0,233,363,0,363,596
2021-03-27,SEA,858,4,5,0,867,0,0,0,867
2021-03-28,MWH,0,2,4,5,11,0,6,6,17
2021-03-28,PAE,11,3,16,0,30,0,0,0,30
2021-03-28,SEA,956,4,2,0,962,0,0,0,962
2021-03-29,MWH,14,0,12,60,86,4,98,102,188
2021-03-29,PAE,11,11,206,1,229,224,0,224,453
2021-03-29,SEA,938,10,5,1,954,0,0,0,954
2021-03-30,MWH,1,2,13,57,73,0,71,71,144
2021-03-30,PAE,11,2,282,3,298,297,6,303,601
2021-03-30,SEA,907,12,2,2,923,0,0,0,923
2021-03-31,MWH,13,0,25,9,47,20,15,35,82
2021-03-31,PAE,20,2,267,0,289,355,0,355,644
2021-03-31,SEA,916,14,3,0,933,0,0,0,933
2021-04-01,MWH,54,4,58,46,162,8,88,96,258
2021-04-01,PAE,13,3,193,0,209,322,0,322,531
2021-04-01,SEA,961,11,1,2,975,0,0,0,975
2021-04-02,MWH,31,3,19,20,73,10,34,44,117
2021-04-02,PAE,16,5,167,0,188,203,0,203,391
2021-04-02,SEA,973,13,2,0,988,0,0,0,988
2021-04-03,MWH,4,1,18,2,25,22,0,22,47
2021-04-03,PAE,11,1,226,0,238,272,0,272,510
2021-04-03,SEA,871,4,4,1,880,0,0,0,880
2021-04-04,MWH,5,1,6,0,12,0,0,0,12
2021-04-04,PAE,11,0,108,0,119,169,0,169,288
2021-04-04,SEA,960,0,1,1,962,0,0,0,962
2021-04-05,MWH,32,89,21,1,143,252,0,252,395
2021-04-05,PAE,14,2,249,6,271,262,0,262,533
2021-04-05,SEA,966,15,9,0,990,0,0,0,990
2021-04-06,MWH,15,112,27,9,163,376,13,389,552
2021-04-06,PAE,14,5,283,1,303,300,0,300,603
2021-04-06,SEA,940,15,1,0,956,0,0,0,956
2021-04-07,MWH,29,94,17,29,169,245,55,300,469
2021-04-07,PAE,16,1,60,1,78,10,0,10,88
2021-04-07,SEA,933,11,1,0,945,0,0,0,945
2021-04-08,MWH,13,37,4,41,95,31,54,85,180
2021-04-08,PAE,16,3,183,0,202,209,0,209,411
2021-04-08,SEA,976,12,0,0,988,0,0,0,988
2021-04-09,MWH,10,2,22,21,55,0,16,16,71
2021-04-09,PAE,20,2,90,16,128,90,0,90,218
2021-04-09,SEA,997,13,2,0,1012,0,0,0,1012
2021-04-10,MWH,8,0,7,0,15,0,0,0,15
2021-04-10,PAE,9,6,129,0,144,105,0,105,249
2021-04-10,SEA,886,8,3,0,897,0,0,0,897
2021-04-11,MWH,2,1,27,2,32,106,0,106,138
2021-04-11,PAE,9,0,235,0,244,262,0,262,506
2021-04-11,SEA,962,2,3,0,967,0,0,0,967
2021-04-12,MWH,0,128,11,27,166,282,74,356,522
2021-04-12,PAE,12,6,197,0,215,206,2,208,423
2021-04-12,SEA,994,11,2,0,1007,0,0,0,1007
2021-04-13,MWH,21,6,10,13,50,4,10,14,64
2021-04-13,PAE,20,3,165,0,188,235,0,235,423
2021-04-13,SEA,946,12,9,0,967,0,0,0,967
2021-04-14,MWH,16,67,13,39,135,194,48,242,377
2021-04-14,PAE,10,0,227,0,237,186,0,186,423
2021-04-14,SEA,927,14,9,0,950,0,0,0,950
2021-04-15,MWH,7,54,27,31,119,133,24,157,276
2021-04-15,PAE,20,8,248,0,276,354,0,354,630
2021-04-15,SEA,988,19,9,2,1018,0,0,0,1018
2021-04-16,MWH,8,0,24,20,52,42,25,67,119
2021-04-16,PAE,25,0,259,0,284,407,0,407,691
2021-04-16,SEA,1001,10,1,1,1013,0,0,0,1013
2021-04-17,MWH,0,0,26,0,26,22,0,22,48
2021-04-17,PAE,11,1,287,0,299,258,0,258,557
2021-04-17,SEA,921,4,0,0,925,0,0,0,925
2021-04-18,MWH,2,0,29,9,40,18,0,18,58
2021-04-18,PAE,13,4,272,2,291,329,2,331,622
2021-04-18,SEA,988,4,5,0,997,0,0,0,997
2021-04-19,MWH,6,69,18,20,113,176,11,187,300
2021-04-19,PAE,24,2,200,3,229,276,0,276,505
2021-04-19,SEA,979,15,0,0,994,0,0,0,994
2021-04-20,MWH,6,137,9,12,164,224,0,224,388
2021-04-20,PAE,15,2,227,1,245,375,14,389,634
2021-04-20,SEA,953,13,4,1,971,0,0,0,971
2021-04-21,MWH,4,141,28,25,198,392,2,394,592
2021-04-21,PAE,15,2,254,2,273,425,0,425,698
2021-04-21,SEA,947,16,6,0,969,0,0,0,969
2021-04-22,MWH,14,57,33,12,116,152,2,154,270
2021-04-22,PAE,21,5,168,3,197,204,0,204,401
2021-04-22,SEA,989,15,8,0,1012,0,0,0,1012
2021-04-23,MWH,23,4,32,8,67,30,10,40,107
2021-04-23,PAE,17,8,157,0,182,280,0,280,462
2021-04-23,SEA,1001,15,6,0,1022,0,0,0,1022
2021-04-24,MWH,0,0,10,0,10,0,0,0,10
2021-04-24,PAE,8,3,56,0,67,0,0,0,67
2021-04-24,SEA,912,5,0,0,917,0,0,0,917
2021-04-25,MWH,4,0,42,0,46,57,0,57,103
2021-04-25,PAE,12,4,93,0,109,106,0,106,215
2021-04-25,SEA,991,1,3,0,995,0,0,0,995
2021-04-26,MWH,0,135,23,10,168,284,19,303,471
2021-04-26,PAE,17,5,133,0,155,315,0,315,470
2021-04-26,SEA,993,10,3,1,1007,0,0,0,1007
2021-04-27,MWH,0,134,19,26,179,281,17,298,477
2021-04-27,PAE,10,2,166,0,178,197,0,197,375
2021-04-27,SEA,941,15,3,0,959,0,0,0,959
2021-04-28,MWH,8,118,25,12,163,332,4,336,499
2021-04-28,PAE,13,6,231,3,253,376,0,376,629
2021-04-28,SEA,943,17,2,0,962,0,0,0,962
2021-04-29,MWH,3,131,23,6,163,382,4,386,549
2021-04-29,PAE,19,0,224,3,246,235,0,235,481
2021-04-29,SEA,986,18,5,1,1010,0,0,0,1010
2021-04-30,MWH,15,0,17,10,42,2,54,56,98
2021-04-30,PAE,23,6,62,0,91,134,0,134,225
2021-04-30,SEA,1010,15,2,0,1027,0,0,0,1027
2021-05-01,MWH,0,0,17,6,23,26,12,38,61
2021-05-01,PAE,10,1,146,0,157,79,0,79,236
2021-05-01,SEA,919,13,5,0,937,0,0,0,937
2021-05-02,MWH,4,1,15,5,25,22,0,22,47
2021-05-02,PAE,12,1,238,0,251,258,6,264,515
2021-05-02,SEA,977,2,4,0,983,0,0,0,983
2021-05-03,MWH,11,80,25,25,141,334,28,362,503
2021-05-03,PAE,15,5,103,2,125,205,8,213,338
2021-05-03,SEA,983,12,6,0,1001,0,0,0,1001
2021-05-04,MWH,24,94,23,18,159,230,12,242,401
2021-05-04,PAE,12,6,158,0,176,274,0,274,450
2021-05-04,SEA,956,15,4,0,975,0,0,0,975
2021-05-05,MWH,68,97,37,33,235,308,30,338,573
2021-05-05,PAE,18,6,216,0,240,290,0,290,530
2021-05-05,SEA,970,12,9,0,991,0,0,0,991
2021-05-06,MWH,53,91,17,38,199,211,40,251,450
2021-05-06,PAE,29,3,80,0,112,52,0,52,164
2021-05-06,SEA,1006,12,2,0,1020,0,0,0,1020
2021-05-07,MWH,74,9,16,6,105,22,3,25,130
2021-05-07,PAE,13,8,100,3,124,178,5,183,307
2021-05-07,SEA,1017,14,2,0,1033,0,0,0,1033
2021-05-08,MWH,9,3,22,0,34,27,0,27,61
2021-05-08,PAE,17,5,183,0,205,128,0,128,333
2021-05-08,SEA,964,8,2,0,974,0,0,0,974
2021-05-09,MWH,36,0,33,1,70,6,0,6,76
2021-05-09,PAE,12,0,144,0,156,66,0,66,222
2021-05-09,SEA,1009,4,3,0,1016,0,0,0,1016
2021-05-10,MWH,35,95,41,19,190,256,48,304,494
2021-05-10,PAE,16,5,179,3,203,302,13,315,518
2021-05-10,SEA,999,11,4,0,1014,0,0,0,1014
2021-05-11,MWH,17,103,16,40,176,329,21,350,526
2021-05-11,PAE,9,5,193,7,214,349,44,393,607
2021-05-11,SEA,989,13,2,0,1004,0,0,0,1004
2021-05-12,MWH,39,97,41,28,205,236,57,293,498
2021-05-12,PAE,27,11,213,3,254,409,4,413,667
2021-05-12,SEA,989,14,3,0,1006,0,0,0,1006
2021-05-13,MWH,8,106,30,26,170,288,6,294,464
2021-05-13,PAE,26,12,199,0,237,209,0,209,446
2021-05-13,SEA,1028,16,6,0,1050,0,0,0,1050
2021-05-14,MWH,48,1,40,23,112,2,18,20,132
2021-05-14,PAE,21,4,234,1,260,256,51,307,567
2021-05-14,SEA,1029,20,4,0,1053,0,0,0,1053
2021-05-15,MWH,17,3,29,5,54,22,0,22,76
2021-05-15,PAE,17,6,253,0,276,240,0,240,516
2021-05-15,SEA,980,10,4,0,994,0,0,0,994
2021-05-16,MWH,0,1,20,6,27,10,0,10,37
2021-05-16,PAE,8,2,248,4,262,199,24,223,485
2021-05-16,SEA,1012,7,3,0,1022,0,0,0,1022
2021-05-17,MWH,11,76,34,65,186,230,147,377,563
2021-05-17,PAE,14,11,85,3,113,88,0,88,201
2021-05-17,SEA,1017,13,4,0,1034,0,0,0,1034
2021-05-18,MWH,4,1,7,12,24,0,2,2,26
2021-05-18,PAE,15,0,47,0,62,224,15,239,301
2021-05-18,SEA,1010,17,8,0,1035,0,0,0,1035
2021-05-19,MWH,27,100,33,22,182,148,26,174,356
2021-05-19,PAE,13,2,124,0,139,264,0,264,403
2021-05-19,SEA,1002,10,2,0,1014,0,0,0,1014
2021-05-20,MWH,44,76,17,12,149,237,10,247,396
2021-05-20,PAE,22,3,151,1,177,377,0,377,554
2021-05-20,SEA,1078,12,3,0,1093,0,0,0,1093
2021-05-21,MWH,60,7,48,11,126,47,2,49,175
2021-05-21,PAE,26,2,217,0,245,365,0,365,610
2021-05-21,SEA,1082,14,4,0,1100,0,0,0,1100
2021-05-22,MWH,8,1,36,10,55,10,6,16,71
2021-05-22,PAE,12,3,194,0,209,169,0,169,378
2021-05-22,SEA,1015,4,1,0,1020,0,0,0,1020
2021-05-23,MWH,4,0,11,5,20,8,0,8,28
2021-05-23,PAE,10,5,86,1,102,42,0,42,144
2021-05-23,SEA,1073,1,2,1,1077,0,0,0,1077
2021-05-24,MWH,1,46,17,24,88,167,59,226,314
2021-05-24,PAE,10,16,49,2,77,16,0,16,93
2021-05-24,SEA,1056,9,2,0,1067,0,0,0,1067
2021-05-25,MWH,35,122,29,41,227,268,42,310,537
2021-05-25,PAE,19,10,94,0,123,282,0,282,405
2021-05-25,SEA,1035,16,2,0,1053,0,0,0,1053
2021-05-26,MWH,52,115,39,33,239,162,40,202,441
2021-05-26,PAE,18,5,243,0,266,286,0,286,552
2021-05-26,SEA,1030,19,3,0,1052,0,0,0,1052
2021-05-27,MWH,16,36,17,3,72,87,0,87,159
2021-05-27,PAE,19,22,29,2,72,6,0,6,78
2021-05-27,SEA,1069,10,2,1,1082,0,0,0,1082
2021-05-28,MWH,27,0,34,1,62,0,0,0,62
2021-05-28,PAE,16,6,184,0,206,275,0,275,481
2021-05-28,SEA,1082,12,0,0,1094,0,0,0,1094
2021-05-29,MWH,7,0,16,0,23,22,0,22,45
2021-05-29,PAE,8,3,306,0,317,343,0,343,660
2021-05-29,SEA,1037,5,3,0,1045,0,0,0,1045
2021-05-30,MWH,6,1,19,0,26,18,0,18,44
2021-05-30,PAE,10,4,203,0,217,178,0,178,395
2021-05-30,SEA,1045,2,4,0,1051,0,0,0,1051
2021-05-31,MWH,0,2,21,0,23,4,0,4,27
2021-05-31,PAE,10,3,289,0,302,379,0,379,681
2021-05-31,SEA,1058,6,5,0,1069,0,0,0,1069
2021-06-01,MWH,36,98,10,27,171,264,28,292,463
2021-06-01,PAE,17,4,205,1,227,192,6,198,425
2021-06-01,SEA,1033,19,3,1,1056,0,0,0,1056
2021-06-02,MWH,50,93,38,38,219,186,30,216,435
2021-06-02,PAE,10,3,233,6,252,201,8,209,461
2021-06-02,SEA,1054,21,4,0,1079,0,0,0,1079
2021-06-03,MWH,36,108,21,24,189,150,39,189,378
2021-06-03,PAE,13,4,221,0,238,261,0,261,499
2021-06-03,SEA,1096,19,9,0,1124,0,0,0,1124
2021-06-04,MWH,40,1,14,7,62,2,4,6,68
2021-06-04,PAE,12,5,203,2,222,396,0,396,618
2021-06-04,SEA,1110,15,6,0,1131,0,0,0,1131
2021-06-05,MWH,2,0,5,0,7,0,0,0,7
2021-06-05,PAE,10,0,49,0,59,34,0,34,93
2021-06-05,SEA,1092,6,2,0,1100,0,0,0,1100
2021-06-06,MWH,6,4,24,0,34,2,0,2,36
2021-06-06,PAE,8,6,84,0,98,88,0,88,186
2021-06-06,SEA,1118,2,4,0,1124,0,0,0,1124
2021-06-07,MWH,26,103,38,38,205,275,34,309,514
2021-06-07,PAE,8,2,172,0,182,415,0,415,597
2021-06-07,SEA,1138,10,2,0,1150,0,0,0,1150
2021-06-08,MWH,19,131,17,45,212,252,8,260,472
2021-06-08,PAE,31,6,207,0,244,384,0,384,628
2021-06-08,SEA,1131,18,6,1,1156,0,0,0,1156
2021-06-09,MWH,16,123,12,13,164,202,6,208,372
2021-06-09,PAE,21,5,246,0,272,412,0,412,684
2021-06-09,SEA,1140,13,6,0,1159,0,0,0,1159
2021-06-10,MWH,17,73,18,5,113,156,10,166,279
2021-06-10,PAE,18,3,225,2,248,356,0,356,604
2021-06-10,SEA,1151,16,3,1,1171,0,0,0,1171
2021-06-11,MWH,6,0,25,4,35,10,0,10,45
2021-06-11,PAE,16,6,162,0,184,138,0,138,322
2021-06-11,SEA,1167,23,11,0,1201,0,0,0,1201
2021-06-12,MWH,4,0,35,0,39,40,0,40,79
2021-06-12,PAE,11,3,318,0,332,248,0,248,580
2021-06-12,SEA,1121,17,3,0,1141,0,0,0,1141
2021-06-13,MWH,0,0,16,4,20,2,0,2,22
2021-06-13,PAE,8,4,62,1,75,97,0,97,172
2021-06-13,SEA,1132,3,3,0,1138,0,0,0,1138
2021-06-14,MWH,31,67,4,40,142,76,67,143,285
2021-06-14,PAE,21,9,76,3,109,41,0,41,150
2021-06-14,SEA,1148,19,13,0,1180,0,0,0,1180
2021-06-15,MWH,13,57,19,18,107,130,30,160,267
2021-06-15,PAE,14,6,132,0,152,263,0,263,415
2021-06-15,SEA,1148,19,6,2,1175,0,0,0,1175
2021-06-16,MWH,20,46,62,19,147,132,20,152,299
2021-06-16,PAE,13,9,261,2,285,493,0,493,778
2021-06-16,SEA,1129,12,2,1,1144,0,0,0,1144
2021-06-17,MWH,14,13,24,18,69,4,27,31,100
2021-06-17,PAE,9,3,258,3,273,331,2,333,606
2021-06-17,SEA,1189,12,0,0,1201,0,0,0,1201
2021-06-18,MWH,16,4,26,2,48,2,0,2,50
2021-06-18,PAE,10,0,248,0,258,290,0,290,548
2021-06-18,SEA,1200,16,11,1,1228,0,0,0,1228
2021-06-19,MWH,0,0,35,5,40,2,0,2,42
2021-06-19,PAE,11,0,270,0,281,323,0,323,604
2021-06-19,SEA,1150,5,6,0,1161,0,0,0,1161
2021-06-20,MWH,0,0,15,5,20,2,0,2,22
2021-06-20,PAE,7,2,223,0,232,222,0,222,454
2021-06-20,SEA,1172,3,2,0,1177,0,0,0,1177
2021-06-21,MWH,14,0,12,11,37,8,0,8,45
2021-06-21,PAE,20,6,191,0,217,241,0,241,458
2021-06-21,SEA,1180,11,3,0,1194,0,0,0,1194
2021-06-22,MWH,27,1,16,11,55,16,16,32,87
2021-06-22,PAE,19,7,264,1,291,323,8,331,622
2021-06-22,SEA,1177,16,6,0,1199,0,0,0,1199
2021-06-23,MWH,26,2,22,27,77,50,38,88,165
2021-06-23,PAE,10,3,157,5,175,328,0,328,503
2021-06-23,SEA,1174,19,4,0,1197,0,0,0,1197
2021-06-24,MWH,38,0,12,19,69,31,13,44,113
2021-06-24,PAE,19,7,214,2,242,394,6,400,642
2021-06-24,SEA,1181,16,4,0,1201,0,0,0,1201
2021-06-25,MWH,40,0,11,3,54,0,12,12,66
2021-06-25,PAE,15,4,207,0,226,187,0,187,413
2021-06-25,SEA,1185,16,2,0,1203,0,0,0,1203
2021-06-26,MWH,19,0,12,0,31,0,0,0,31
2021-06-26,PAE,8,0,177,0,185,146,0,146,331
2021-06-26,SEA,1130,8,6,0,1144,0,0,0,1144
2021-06-27,MWH,9,3,14,0,26,0,0,0,26
2021-06-27,PAE,9,4,168,0,181,111,0,111,292
2021-06-27,SEA,1142,10,3,0,1155,0,0,0,1155
2021-06-28,MWH,20,40,13,1,74,90,0,90,164
2021-06-28,PAE,9,5,93,1,108,83,0,83,191
2021-06-28,SEA,1126,15,4,0,1145,0,0,0,1145
2021-06-29,MWH,23,82,16,10,131,176,20,196,327
2021-06-29,PAE,18,11,181,0,210,268,0,268,478
2021-06-29,SEA,1123,15,4,0,1142,0,0,0,1142
2021-06-30,MWH,16,116,17,12,161,293,27,320,481
2021-06-30,PAE,14,8,229,4,255,307,0,307,562
2021-06-30,SEA,1146,20,11,1,1178,0,0,0,1178
2021-07-01,MWH,34,137,27,34,232,271,16,287,519
2021-07-01,PAE,10,8,181,0,199,310,0,310,509
2021-07-01,SEA,1198,21,5,0,1224,0,0,0,1224
2021-07-02,MWH,19,143,22,16,200,302,0,302,502
2021-07-02,PAE,17,8,202,0,227,449,0,449,676
2021-07-02,SEA,1222,18,4,0,1244,0,0,0,1244
2021-07-03,MWH,20,9,20,0,49,0,0,0,49
2021-07-03,PAE,11,0,214,0,225,196,0,196,421
2021-07-03,SEA,1155,9,3,0,1167,0,0,0,1167
2021-07-04,MWH,2,1,10,0,13,0,0,0,13
2021-07-04,PAE,7,3,138,0,148,112,0,112,260
2021-07-04,SEA,1120,10,2,0,1132,0,0,0,1132
2021-07-05,MWH,21,14,17,7,59,14,0,14,73
2021-07-05,PAE,7,9,195,0,211,104,0,104,315
2021-07-05,SEA,1171,7,5,0,1183,0,0,0,1183
2021-07-06,MWH,21,123,34,38,216,381,36,417,633
2021-07-06,PAE,9,5,157,1,172,261,0,261,433
2021-07-06,SEA,1157,21,1,0,1179,0,0,0,1179
2021-07-07,MWH,14,86,28,26,154,336,12,348,502
2021-07-07,PAE,19,5,124,17,165,227,27,254,419
2021-07-07,SEA,1156,20,4,0,1180,0,0,0,1180
2021-07-08,MWH,96,185,31,79,391,396,49,445,836
2021-07-08,PAE,16,3,239,2,260,507,0,507,767
2021-07-08,SEA,1187,17,4,2,1210,0,0,0,1210
2021-07-09,MWH,55,148,57,35,295,272,10,282,577
2021-07-09,PAE,18,1,254,0,273,365,0,365,638
2021-07-09,SEA,1200,20,0,0,1220,0,0,0,1220
2021-07-10,MWH,8,13,20,1,42,0,0,0,42
2021-07-10,PAE,8,4,213,0,225,260,0,260,485
2021-07-10,SEA,1154,7,3,0,1164,0,0,0,1164
2021-07-11,MWH,29,5,16,6,56,2,0,2,58
2021-07-11,PAE,11,3,225,0,239,201,0,201,440
2021-07-11,SEA,1161,10,5,0,1176,0,0,0,1176
2021-07-12,MWH,17,157,21,29,224,213,56,269,493
2021-07-12,PAE,12,5,219,0,236,205,0,205,441
2021-07-12,SEA,1176,13,10,0,1199,0,0,0,1199
2021-07-13,MWH,54,142,17,22,235,414,44,458,693
2021-07-13,PAE,8,5,241,0,254,322,14,336,590
2021-07-13,SEA,1169,13,8,0,1190,0,0,0,1190
2021-07-14,MWH,76,115,50,28,269,326,15,341,610
2021-07-14,PAE,12,6,200,1,219,300,0,300,519
2021-07-14,SEA,1152,23,6,0,1181,0,0,0,1181
2021-07-15,MWH,27,119,42,15,203,285,12,297,500
2021-07-15,PAE,12,2,145,0,159,217,0,217,376
2021-07-15,SEA,1183,22,2,0,1207,0,0,0,1207
2021-07-16,MWH,58,141,47,13,259,270,0,270,529
2021-07-16,PAE,9,5,143,3,160,226,0,226,386
2021-07-16,SEA,1192,13,19,0,1224,0,0,0,1224
2021-07-17,MWH,47,12,35,15,109,26,0,26,135
2021-07-17,PAE,9,3,276,0,288,413,0,413,701
2021-07-17,SEA,1140,8,6,0,1154,0,0,0,1154
2021-07-18,MWH,35,2,28,17,82,4,6,10,92
2021-07-18,PAE,18,5,234,0,257,321,0,321,578
2021-07-18,SEA,1159,8,8,0,1175,0,0,0,1175
2021-07-19,MWH,29,151,31,49,260,330,54,384,644
2021-07-19,PAE,17,4,215,0,236,298,0,298,534
2021-07-19,SEA,1172,15,6,0,1193,0,0,0,1193
2021-07-20,MWH,37,125,19,9,190,186,0,186,376
2021-07-20,PAE,16,8,104,0,128,229,0,229,357
2021-07-20,SEA,1173,19,6,0,1198,0,0,0,1198
2021-07-21,MWH,18,117,33,59,227,177,32,209,436
2021-07-21,PAE,10,8,169,0,187,302,0,302,489
2021-07-21,SEA,1155,16,2,0,1173,0,0,0,1173
2021-07-22,MWH,48,93,27,21,189,251,0,251,440
2021-07-22,PAE,12,4,234,0,250,383,3,386,636
2021-07-22,SEA,1176,21,3,0,1200,0,0,0,1200
2021-07-23,MWH,69,86,24,38,217,252,20,272,489
2021-07-23,PAE,11,10,243,0,264,300,0,300,564
2021-07-23,SEA,1193,19,5,0,1217,0,0,0,1217
2021-07-24,MWH,76,4,17,0,97,24,0,24,121
2021-07-24,PAE,10,4,272,0,286,229,0,229,515
2021-07-24,SEA,1150,8,4,0,1162,0,0,0,1162
2021-07-25,MWH,31,9,25,3,68,66,0,66,134
2021-07-25,PAE,9,5,178,0,192,220,0,220,412
2021-07-25,SEA,1166,3,4,0,1173,0,0,0,1173
2021-07-26,MWH,27,120,25,33,205,282,18,300,505
2021-07-26,PAE,9,5,200,0,214,238,0,238,452
2021-07-26,SEA,1173,15,5,0,1193,0,0,0,1193
2021-07-27,MWH,18,126,26,30,200,394,6,400,600
